"","true_like","ml_like","ml_X1","ml_X2","ml_X3","ml_X4","true_X1","true_X2","true_X3","true_X4","M","N","z","run","seed","p","nbio","nevents"
"sub.14152",-1221.49425819236,-1221.49425819236,4,1,2,3,4,1,2,3,500,4,15,15,1550085415,0.85,3,2
"sub.15152",-1175.17921522313,-1175.17921522313,1,1,2,2,1,1,2,2,500,4,16,15,1550085416,0.85,3,2
"sub.16152",-1162.42913497862,-1162.42913497862,1,3,1,2,1,3,1,2,500,4,17,15,1550085417,0.85,3,2
"sub.17152",-1151.83738617056,-1151.83738617056,1,1,1,1,1,1,1,1,500,4,18,15,1550085418,0.85,3,2
"sub.18152",-1155.2564295524,-1155.2564295524,1,2,1,1,1,2,1,1,500,4,19,15,1550085419,0.85,3,2
"sub.19152",-1085.04780572562,-1085.04780572562,1,1,1,1,1,1,1,1,500,4,20,15,1550085420,0.85,3,2
"sub153",-1215.00918022007,-1215.00918022007,1,2,2,1,1,2,2,1,500,4,1,16,165008541,0.85,4,1
"sub.1905",-1167.42981445462,-1167.42981445462,1,2,1,2,1,2,1,2,500,4,2,16,165008542,0.85,4,1
"sub.2153",-1174.59642117731,-1174.59642117731,2,1,1,2,2,1,1,2,500,4,3,16,165008543,0.85,4,1
"sub.3153",-1223.50215613459,-1223.50215613459,2,1,3,4,2,1,3,4,500,4,4,16,165008544,0.85,4,1
"sub.4153",-1232.23502187595,-1232.23502187595,2,1,1,2,2,1,1,2,500,4,5,16,165008545,0.85,4,1
"sub.5153",-1213.56329423121,-1213.56329423121,3,4,2,1,3,4,2,1,500,4,6,16,165008546,0.85,4,1
"sub.6153",-1157.58487990934,-1157.58487990934,1,1,1,1,1,1,1,1,500,4,7,16,165008547,0.85,4,1
"sub.7153",-1193.91477103352,-1193.91477103352,2,2,1,2,2,2,1,2,500,4,8,16,165008548,0.85,4,1
"sub.8153",-1131.13451489063,-1131.13451489063,1,1,1,2,1,1,1,2,500,4,9,16,165008549,0.85,4,1
"sub.9153",-1171.634888202,-1171.634888202,1,1,2,1,1,1,2,1,500,4,10,16,1650085410,0.85,4,1
"sub.10153",-1224.05017980017,-1224.05017980017,2,2,1,1,2,2,1,1,500,4,11,16,1650085411,0.85,4,1
"sub.11192",-1167.52605719634,-1167.52605719634,2,1,2,1,2,1,2,1,500,4,12,16,1650085412,0.85,4,1
"sub.12169",-1191.15092459327,-1191.15092459327,1,2,1,1,1,2,1,1,500,4,13,16,1650085413,0.85,4,1
"sub.13156",-1237.44750144275,-1237.44750144275,1,2,3,2,1,2,3,2,500,4,14,16,1650085414,0.85,4,1
"sub.14153",-1233.52044699147,-1233.52044699147,1,2,3,1,1,2,3,1,500,4,15,16,1650085415,0.85,4,1
"sub.15153",-1126.50972468263,-1126.50972468263,1,1,1,1,1,1,1,1,500,4,16,16,1650085416,0.85,4,1
"sub.16153",-1150.37837512466,-1150.37837512466,1,1,1,1,1,1,1,1,500,4,17,16,1650085417,0.85,4,1
"sub.17153",-1205.69311920739,-1205.69311920739,1,2,2,2,1,2,2,2,500,4,18,16,1650085418,0.85,4,1
"sub.18153",-1183.02732077413,-1183.02732077413,1,1,2,2,1,1,2,2,500,4,19,16,1650085419,0.85,4,1
"sub.19153",-1197.17041453802,-1197.17041453802,1,1,2,2,1,1,2,2,500,4,20,16,1650085420,0.85,4,1
"sub154",-1116.80819125288,-1116.80819125288,1,1,1,1,1,1,1,1,500,4,1,17,175008541,0.85,4,1
"sub.1906",-1219.44028969647,-1219.44028969647,1,2,3,1,1,2,3,1,500,4,2,17,175008542,0.85,4,1
"sub.2154",-1215.29593359095,-1215.29593359095,2,3,4,1,2,3,4,1,500,4,3,17,175008543,0.85,4,1
"sub.3154",-1184.48941903633,-1184.48941903633,2,3,1,2,2,3,1,2,500,4,4,17,175008544,0.85,4,1
"sub.4154",-1235.4321727733,-1235.4321727733,1,2,2,3,1,2,2,3,500,4,5,17,175008545,0.85,4,1
"sub.5154",-1189.93802981586,-1189.93802981586,1,1,2,1,1,1,2,1,500,4,6,17,175008546,0.85,4,1
"sub.6154",-1183.02102687156,-1183.02102687156,1,1,2,2,1,1,2,2,500,4,7,17,175008547,0.85,4,1
"sub.7154",-1149.44725226702,-1149.44725226702,1,1,1,1,1,1,1,1,500,4,8,17,175008548,0.85,4,1
"sub.8154",-1172.27793107623,-1172.27793107623,1,1,1,2,1,1,1,2,500,4,9,17,175008549,0.85,4,1
"sub.9154",-1199.67562038123,-1199.67562038123,1,1,2,3,1,1,2,3,500,4,10,17,1750085410,0.85,4,1
"sub.10154",-1225.50194061663,-1225.50194061663,1,3,2,3,1,3,2,3,500,4,11,17,1750085411,0.85,4,1
"sub.11193",-1195.67738186373,-1195.67738186373,2,1,2,1,2,1,2,1,500,4,12,17,1750085412,0.85,4,1
"sub.12170",-1210.21801083433,-1210.21801083433,3,1,3,2,3,1,3,2,500,4,13,17,1750085413,0.85,4,1
"sub.13157",-1175.70220932407,-1175.70220932407,1,1,1,2,1,1,1,2,500,4,14,17,1750085414,0.85,4,1
"sub.14154",-1179.76283058032,-1179.76283058032,1,2,2,2,1,2,2,2,500,4,15,17,1750085415,0.85,4,1
"sub.15154",-1191.35660692311,-1191.35660692311,3,3,2,1,3,3,2,1,500,4,16,17,1750085416,0.85,4,1
"sub.16154",-1238.04568836374,-1238.04568836374,4,1,2,3,4,1,2,3,500,4,17,17,1750085417,0.85,4,1
"sub.17154",-1181.26872188293,-1181.26872188293,3,1,2,3,3,1,2,3,500,4,18,17,1750085418,0.85,4,1
"sub.18154",-1196.60189644702,-1196.60189644702,2,1,2,2,2,1,2,2,500,4,19,17,1750085419,0.85,4,1
"sub.19154",-1240.2146446179,-1240.2146446179,3,1,4,2,3,1,4,2,500,4,20,17,1750085420,0.85,4,1
"sub155",-1217.15580296403,-1217.15580296403,2,1,4,3,2,1,4,3,500,4,1,18,185008541,0.85,2,2
"sub.1907",-1201.91128998381,-1201.91128998381,1,2,3,3,1,2,3,3,500,4,2,18,185008542,0.85,2,2
"sub.2155",-1180.64928996726,-1180.64928996726,2,2,1,2,2,2,1,2,500,4,3,18,185008543,0.85,2,2
"sub.3155",-1215.36175258237,-1215.36175258237,3,1,2,1,3,1,2,1,500,4,4,18,185008544,0.85,2,2
"sub.4155",-1215.66059524222,-1215.66059524222,3,1,2,1,3,1,2,1,500,4,5,18,185008545,0.85,2,2
"sub.5155",-1239.80646100226,-1239.80646100226,2,3,4,1,2,3,4,1,500,4,6,18,185008546,0.85,2,2
"sub.6155",-1201.67625997649,-1201.67625997649,2,3,4,1,2,3,4,1,500,4,7,18,185008547,0.85,2,2
"sub.7155",-1113.30983360205,-1113.30983360205,1,1,1,1,1,1,1,1,500,4,8,18,185008548,0.85,2,2
"sub.8155",-1203.23217364938,-1203.23217364938,1,2,4,3,1,2,4,3,500,4,9,18,185008549,0.85,2,2
"sub.9155",-1194.10399726853,-1194.10399726853,2,4,3,1,2,4,3,1,500,4,10,18,1850085410,0.85,2,2
"sub.10155",-1165.73801371827,-1165.73801371827,2,1,2,2,2,1,2,2,500,4,11,18,1850085411,0.85,2,2
"sub.11194",-1190.66802962146,-1190.66802962146,1,1,3,2,1,1,3,2,500,4,12,18,1850085412,0.85,2,2
"sub.12171",-1198.35354523452,-1198.35354523452,1,2,2,1,1,2,2,1,500,4,13,18,1850085413,0.85,2,2
"sub.13158",-1175.51054647013,-1175.51054647013,1,1,1,2,1,1,1,2,500,4,14,18,1850085414,0.85,2,2
"sub.14155",-1140.52174926673,-1140.52174926673,1,2,2,2,1,2,2,2,500,4,15,18,1850085415,0.85,2,2
"sub.15155",-1107.84433549443,-1107.84433549443,1,1,1,1,1,1,1,1,500,4,16,18,1850085416,0.85,2,2
"sub.16155",-1133.03099916678,-1133.03099916678,1,1,1,1,1,1,1,1,500,4,17,18,1850085417,0.85,2,2
"sub.17155",-1164.51338083197,-1164.51338083197,1,1,1,2,1,1,1,2,500,4,18,18,1850085418,0.85,2,2
"sub.18155",-1191.91539116911,-1191.91539116911,1,1,2,2,1,1,2,2,500,4,19,18,1850085419,0.85,2,2
"sub.19155",-1174.90932155479,-1174.90932155479,2,2,1,2,2,2,1,2,500,4,20,18,1850085420,0.85,2,2
"sub156",-1223.27631765114,-1223.27631765114,3,4,1,2,3,4,1,2,500,4,1,19,195008541,0.85,3,2
"sub.1908",-1206.42442960527,-1206.42442960527,2,1,2,2,2,1,2,2,500,4,2,19,195008542,0.85,3,2
"sub.2156",-1176.20471512322,-1176.20471512322,2,1,2,2,2,1,2,2,500,4,3,19,195008543,0.85,3,2
"sub.3156",-1185.9491280718,-1185.9491280718,1,3,2,3,1,3,2,3,500,4,4,19,195008544,0.85,3,2
"sub.4156",-1149.7984281376,-1149.7984281376,1,1,1,2,1,1,1,2,500,4,5,19,195008545,0.85,3,2
"sub.5156",-1185.99782357737,-1185.99782357737,1,2,2,1,1,2,2,1,500,4,6,19,195008546,0.85,3,2
"sub.6156",-1188.26084839053,-1188.26084839053,2,3,1,3,2,3,1,3,500,4,7,19,195008547,0.85,3,2
"sub.7156",-1156.1845574252,-1156.1845574252,1,1,1,2,1,1,1,2,500,4,8,19,195008548,0.85,3,2
"sub.8156",-1211.26898410942,-1211.26898410942,1,3,2,2,1,3,2,2,500,4,9,19,195008549,0.85,3,2
"sub.9156",-1215.53820161113,-1215.53820161113,2,3,1,2,2,3,1,2,500,4,10,19,1950085410,0.85,3,2
"sub.10156",-1168.4287036049,-1168.4287036049,2,2,1,2,2,2,1,2,500,4,11,19,1950085411,0.85,3,2
"sub.11195",-1213.11543236897,-1213.11543236897,1,2,2,3,1,2,2,3,500,4,12,19,1950085412,0.85,3,2
"sub.12172",-1215.53825960901,-1215.53825960901,4,3,1,2,4,3,1,2,500,4,13,19,1950085413,0.85,3,2
"sub.13159",-1162.89303590469,-1162.89303590469,1,1,1,1,1,1,1,1,500,4,14,19,1950085414,0.85,3,2
"sub.14156",-1197.39814611487,-1197.39814611487,1,2,1,3,1,2,1,3,500,4,15,19,1950085415,0.85,3,2
"sub.15156",-1157.58487990934,-1157.58487990934,1,1,1,1,1,1,1,1,500,4,16,19,1950085416,0.85,3,2
"sub.16156",-1105.11975858897,-1105.11975858897,1,1,1,1,1,1,1,1,500,4,17,19,1950085417,0.85,3,2
"sub.17156",-1110.81480495699,-1110.81480495699,1,1,1,1,1,1,1,1,500,4,18,19,1950085418,0.85,3,2
"sub.18156",-1201.12212603348,-1201.12212603348,1,2,1,2,1,2,1,2,500,4,19,19,1950085419,0.85,3,2
"sub.19156",-1212.58308152901,-1212.58308152901,2,1,1,2,2,1,1,2,500,4,20,19,1950085420,0.85,3,2
"sub157",-1209.92886334369,-1209.92886334369,1,1,2,1,1,1,2,1,500,4,1,2,25008541,0.85,2,2
"sub.1909",-1248.86404131734,-1248.86404131734,2,3,1,2,2,3,1,2,500,4,2,2,25008542,0.85,2,2
"sub.2157",-1168.79002533354,-1168.79002533354,1,2,2,2,1,2,2,2,500,4,3,2,25008543,0.85,2,2
"sub.3157",-1144.04869285763,-1144.04869285763,1,1,2,2,1,1,2,2,500,4,4,2,25008544,0.85,2,2
"sub.4157",-1205.30377612756,-1205.30377612756,2,2,2,1,2,2,2,1,500,4,5,2,25008545,0.85,2,2
"sub.5157",-1157.391434723,-1157.391434723,1,1,1,1,1,1,1,1,500,4,6,2,25008546,0.85,2,2
"sub.6157",-1209.06781612505,-1209.06781612505,1,1,2,3,1,1,2,3,500,4,7,2,25008547,0.85,2,2
"sub.7157",-1106.33287707777,-1106.33287707777,1,1,1,1,1,1,1,1,500,4,8,2,25008548,0.85,2,2
"sub.8157",-1159.81281647521,-1159.81281647521,1,1,1,2,1,1,1,2,500,4,9,2,25008549,0.85,2,2
"sub.9157",-1175.17192621023,-1175.17192621023,2,1,1,2,2,1,1,2,500,4,10,2,250085410,0.85,2,2
"sub.10157",-1182.57642171801,-1182.57642171801,2,1,3,3,2,1,3,3,500,4,11,2,250085411,0.85,2,2
"sub.11196",-1190.79033388639,-1190.79033388639,1,2,3,3,1,2,3,3,500,4,12,2,250085412,0.85,2,2
"sub.12173",-1131.95887849356,-1131.95887849356,1,1,1,1,1,1,1,1,500,4,13,2,250085413,0.85,2,2
"sub.13160",-1180.89862066051,-1180.89862066051,1,2,1,1,1,2,1,1,500,4,14,2,250085414,0.85,2,2
"sub.14157",-1190.58060037935,-1190.58060037935,1,2,3,1,1,2,3,1,500,4,15,2,250085415,0.85,2,2
"sub.15157",-1176.94897924609,-1176.94897924609,1,2,1,2,1,2,1,2,500,4,16,2,250085416,0.85,2,2
"sub.16157",-1195.08263853662,-1195.08263853662,2,2,2,1,2,2,2,1,500,4,17,2,250085417,0.85,2,2
"sub.17157",-1247.68426579839,-1247.68426579839,1,3,2,2,1,3,2,2,500,4,18,2,250085418,0.85,2,2
"sub.18157",-1236.94608192531,-1236.94608192531,3,1,2,4,3,1,2,4,500,4,19,2,250085419,0.85,2,2
"sub.19157",-1200.13445430212,-1200.13445430212,1,2,1,2,1,2,1,2,500,4,20,2,250085420,0.85,2,2
"sub158",-1189.28975036785,-1189.28975036785,2,2,1,2,2,2,1,2,500,4,1,20,205008541,0.85,3,2
"sub.11000",-1218.04003319835,-1218.04003319835,1,3,2,4,1,3,2,4,500,4,2,20,205008542,0.85,3,2
"sub.2158",-1219.28601035216,-1219.28601035216,2,3,4,1,2,3,4,1,500,4,3,20,205008543,0.85,3,2
"sub.3158",-1173.59103941997,-1173.59103941997,1,2,1,1,1,2,1,1,500,4,4,20,205008544,0.85,3,2
"sub.4158",-1154.36225311362,-1154.36225311362,2,1,1,2,2,1,1,2,500,4,5,20,205008545,0.85,3,2
"sub.5158",-1240.26464175838,-1240.26464175838,1,3,2,1,1,3,2,1,500,4,6,20,205008546,0.85,3,2
"sub.6158",-1152.30813739316,-1152.30813739316,1,1,1,2,1,1,1,2,500,4,7,20,205008547,0.85,3,2
"sub.7158",-1162.3528864367,-1162.3528864367,1,2,2,2,1,2,2,2,500,4,8,20,205008548,0.85,3,2
"sub.8158",-1182.56987527456,-1182.56987527456,1,2,3,3,1,2,3,3,500,4,9,20,205008549,0.85,3,2
"sub.9158",-1185.94225054082,-1185.94225054082,2,3,1,3,2,3,1,3,500,4,10,20,2050085410,0.85,3,2
"sub.10158",-1221.03392009504,-1221.03392009504,1,2,3,1,1,2,3,1,500,4,11,20,2050085411,0.85,3,2
"sub.11197",-1169.94309322786,-1169.94309322786,1,2,1,1,1,2,1,1,500,4,12,20,2050085412,0.85,3,2
"sub.12174",-1187.98955555919,-1187.98955555919,1,1,2,2,1,1,2,2,500,4,13,20,2050085413,0.85,3,2
"sub.13161",-1212.84456317703,-1212.84456317703,1,2,1,2,1,2,1,2,500,4,14,20,2050085414,0.85,3,2
"sub.14158",-1088.07072255895,-1088.07072255895,1,1,1,1,1,1,1,1,500,4,15,20,2050085415,0.85,3,2
"sub.15158",-1193.69423629046,-1193.69423629046,3,2,1,3,3,2,1,3,500,4,16,20,2050085416,0.85,3,2
"sub.16158",-1244.4898644803,-1244.4898644803,3,1,2,2,3,1,2,2,500,4,17,20,2050085417,0.85,3,2
"sub.17158",-1249.57006204583,-1249.57006204583,3,4,1,2,3,4,1,2,500,4,18,20,2050085418,0.85,3,2
"sub.18158",-1196.49822863186,-1196.49822863186,1,3,1,2,1,3,1,2,500,4,19,20,2050085419,0.85,3,2
"sub.19158",-1207.78815221876,-1207.78815221876,3,1,2,1,3,1,2,1,500,4,20,20,2050085420,0.85,3,2
"sub159",-1128.93596166023,-1128.93596166023,1,1,1,1,1,1,1,1,500,4,1,3,35008541,0.85,3,2
"sub.11001",-1190.76932401199,-1190.76932401199,2,1,2,1,2,1,2,1,500,4,2,3,35008542,0.85,3,2
"sub.2159",-1179.54788244447,-1179.54788244447,1,1,2,1,1,1,2,1,500,4,3,3,35008543,0.85,3,2
"sub.3159",-1218.41411776428,-1218.41411776428,1,2,1,3,1,2,1,3,500,4,4,3,35008544,0.85,3,2
"sub.4159",-1176.02288749736,-1176.02288749736,1,2,1,3,1,2,1,3,500,4,5,3,35008545,0.85,3,2
"sub.5159",-1189.35151654882,-1189.35151654882,3,1,1,2,3,1,1,2,500,4,6,3,35008546,0.85,3,2
"sub.6159",-1253.59573917681,-1253.59573917681,2,1,4,3,2,1,4,3,500,4,7,3,35008547,0.85,3,2
"sub.7159",-1215.18435320581,-1215.18435320581,3,2,2,1,3,2,2,1,500,4,8,3,35008548,0.85,3,2
"sub.8159",-1203.10016270331,-1203.10016270331,1,2,2,3,1,2,2,3,500,4,9,3,35008549,0.85,3,2
"sub.9159",-1196.97615543978,-1196.97615543978,1,2,2,1,1,2,2,1,500,4,10,3,350085410,0.85,3,2
"sub.10159",-1178.34470479621,-1178.34470479621,3,1,1,2,3,1,1,2,500,4,11,3,350085411,0.85,3,2
"sub.11198",-1191.92454275848,-1191.92454275848,2,1,2,2,2,1,2,2,500,4,12,3,350085412,0.85,3,2
"sub.12175",-1203.9571956165,-1203.9571956165,1,2,1,3,1,2,1,3,500,4,13,3,350085413,0.85,3,2
"sub.13162",-1188.30379702034,-1188.30379702034,2,1,2,2,2,1,2,2,500,4,14,3,350085414,0.85,3,2
"sub.14159",-1205.05179923589,-1205.05179923589,1,1,2,2,1,1,2,2,500,4,15,3,350085415,0.85,3,2
"sub.15159",-1141.11617943835,-1141.11617943835,1,1,1,1,1,1,1,1,500,4,16,3,350085416,0.85,3,2
"sub.16159",-1200.5522506471,-1200.5522506471,2,1,1,2,2,1,1,2,500,4,17,3,350085417,0.85,3,2
"sub.17159",-1194.14271635599,-1194.14271635599,2,3,1,3,2,3,1,3,500,4,18,3,350085418,0.85,3,2
"sub.18159",-1186.39125372824,-1186.39125372824,1,1,1,2,1,1,1,2,500,4,19,3,350085419,0.85,3,2
"sub.19159",-1199.51522409444,-1199.51522409444,1,2,2,1,1,2,2,1,500,4,20,3,350085420,0.85,3,2
"sub160",-1171.77872716204,-1171.77872716204,1,1,1,2,1,1,1,2,500,4,1,4,45008541,0.85,4,1
"sub.11002",-1201.33630996884,-1201.33630996884,1,3,4,2,1,3,4,2,500,4,2,4,45008542,0.85,4,1
"sub.2160",-1208.06050468575,-1208.06050468575,3,1,2,2,3,1,2,2,500,4,3,4,45008543,0.85,4,1
"sub.3160",-1180.38949986769,-1180.38949986769,1,2,1,2,1,2,1,2,500,4,4,4,45008544,0.85,4,1
"sub.4160",-1188.01386401943,-1188.01386401943,1,1,1,2,1,1,1,2,500,4,5,4,45008545,0.85,4,1
"sub.5160",-1233.31485211018,-1233.31485211018,2,3,2,1,2,3,2,1,500,4,6,4,45008546,0.85,4,1
"sub.6160",-1234.95533272019,-1234.95533272019,1,2,3,2,1,2,3,2,500,4,7,4,45008547,0.85,4,1
"sub.7160",-1211.05215834357,-1211.05215834357,1,3,3,2,1,3,3,2,500,4,8,4,45008548,0.85,4,1
"sub.8160",-1206.42941615218,-1206.42941615218,2,4,1,3,2,4,1,3,500,4,9,4,45008549,0.85,4,1
"sub.9160",-1210.8071505605,-1210.8071505605,1,2,2,1,1,2,2,1,500,4,10,4,450085410,0.85,4,1
"sub.10160",-1208.54926891577,-1208.54926891577,3,1,1,2,3,1,1,2,500,4,11,4,450085411,0.85,4,1
"sub.11199",-1172.64690313873,-1172.64690313873,3,3,1,2,3,3,1,2,500,4,12,4,450085412,0.85,4,1
"sub.12176",-1177.56949346212,-1177.56949346212,1,2,2,2,1,2,2,2,500,4,13,4,450085413,0.85,4,1
"sub.13163",-1181.40826210216,-1181.40826210216,1,1,1,2,1,1,1,2,500,4,14,4,450085414,0.85,4,1
"sub.14160",-1187.91071657432,-1187.91071657432,1,1,2,2,1,1,2,2,500,4,15,4,450085415,0.85,4,1
"sub.15160",-1163.63432829742,-1163.63432829742,2,1,2,2,2,1,2,2,500,4,16,4,450085416,0.85,4,1
"sub.16160",-1241.57364702417,-1241.57364702417,1,1,2,3,1,1,2,3,500,4,17,4,450085417,0.85,4,1
"sub.17160",-1209.38176942036,-1209.38176942036,2,1,2,3,2,1,2,3,500,4,18,4,450085418,0.85,4,1
"sub.18160",-1156.12586886344,-1156.12586886344,1,1,1,1,1,1,1,1,500,4,19,4,450085419,0.85,4,1
"sub.19160",-1224.60827643263,-1224.60827643263,2,3,2,1,2,3,2,1,500,4,20,4,450085420,0.85,4,1
"sub161",-1208.3232142208,-1208.3232142208,2,3,1,2,2,3,1,2,500,4,1,5,55008541,0.85,2,3
"sub.11003",-1185.64138151265,-1185.64138151265,1,1,1,2,1,1,1,2,500,4,2,5,55008542,0.85,2,3
"sub.2161",-1152.60976015982,-1152.60976015982,1,2,1,2,1,2,1,2,500,4,3,5,55008543,0.85,2,3
"sub.3161",-1135.22768788398,-1135.22768788398,1,1,1,1,1,1,1,1,500,4,4,5,55008544,0.85,2,3
"sub.4161",-1114.08361434742,-1114.08361434742,1,1,1,1,1,1,1,1,500,4,5,5,55008545,0.85,2,3
"sub.5161",-1211.81539452181,-1211.81539452181,2,2,1,2,2,2,1,2,500,4,6,5,55008546,0.85,2,3
"sub.6161",-1214.77274030028,-1214.77274030028,1,3,2,2,1,3,2,2,500,4,7,5,55008547,0.85,2,3
"sub.7161",-1227.6157559899,-1227.6157559899,1,2,3,3,1,2,3,3,500,4,8,5,55008548,0.85,2,3
"sub.8161",-1195.22161633254,-1195.22161633254,1,2,1,1,1,2,1,1,500,4,9,5,55008549,0.85,2,3
"sub.9161",-1219.6371837547,-1219.6371837547,1,3,4,2,1,3,4,2,500,4,10,5,550085410,0.85,2,3
"sub.10161",-1194.17295734472,-1194.17295734472,1,2,2,2,1,2,2,2,500,4,11,5,550085411,0.85,2,3
"sub.11200",-1208.82126679842,-1208.82126679842,1,2,3,2,1,2,3,2,500,4,12,5,550085412,0.85,2,3
"sub.12177",-1220.3605979406,-1220.3605979406,4,2,1,3,4,2,1,3,500,4,13,5,550085413,0.85,2,3
"sub.13164",-1204.52241441408,-1204.52241441408,1,2,2,2,1,2,2,2,500,4,14,5,550085414,0.85,2,3
"sub.14161",-1196.75815523272,-1196.75815523272,1,2,3,3,1,2,3,3,500,4,15,5,550085415,0.85,2,3
"sub.15161",-1214.49338674286,-1214.49338674286,3,1,3,2,3,1,3,2,500,4,16,5,550085416,0.85,2,3
"sub.16161",-1156.75865179322,-1156.75865179322,1,1,1,1,1,1,1,1,500,4,17,5,550085417,0.85,2,3
"sub.17161",-1194.23172975779,-1194.23172975779,1,2,1,1,1,2,1,1,500,4,18,5,550085418,0.85,2,3
"sub.18161",-1192.72270489923,-1192.72270489923,1,2,3,3,1,2,3,3,500,4,19,5,550085419,0.85,2,3
"sub.19161",-1201.79608444771,-1201.79608444771,2,3,3,1,2,3,3,1,500,4,20,5,550085420,0.85,2,3
"sub162",-1122.85402491953,-1122.85402491953,1,1,1,1,1,1,1,1,500,4,1,6,65008541,0.85,3,2
"sub.11004",-1209.78122175897,-1209.78122175897,3,2,1,1,3,2,1,1,500,4,2,6,65008542,0.85,3,2
"sub.2162",-1170.8450928801,-1170.8450928801,2,2,1,2,2,2,1,2,500,4,3,6,65008543,0.85,3,2
"sub.3162",-1212.1383727191,-1212.1383727191,2,3,1,1,2,3,1,1,500,4,4,6,65008544,0.85,3,2
"sub.4162",-1205.41463108082,-1205.41463108082,2,1,2,2,2,1,2,2,500,4,5,6,65008545,0.85,3,2
"sub.5162",-1216.22923372209,-1216.22923372209,4,2,3,1,4,2,3,1,500,4,6,6,65008546,0.85,3,2
"sub.6162",-1173.11281586451,-1173.11281586451,1,2,1,1,1,2,1,1,500,4,7,6,65008547,0.85,3,2
"sub.7162",-1173.97671240311,-1173.97671240311,1,2,1,3,1,2,1,3,500,4,8,6,65008548,0.85,3,2
"sub.8162",-1219.01253879544,-1219.01253879544,2,4,1,3,2,4,1,3,500,4,9,6,65008549,0.85,3,2
"sub.9162",-1105.94598670509,-1105.94598670509,1,1,1,1,1,1,1,1,500,4,10,6,650085410,0.85,3,2
"sub.10162",-1208.16592680516,-1208.16592680516,1,4,3,2,1,4,3,2,500,4,11,6,650085411,0.85,3,2
"sub.11201",-1151.94916705289,-1151.94916705289,1,1,1,2,1,1,1,2,500,4,12,6,650085412,0.85,3,2
"sub.12178",-1192.15353386265,-1192.15353386265,2,3,1,3,2,3,1,3,500,4,13,6,650085413,0.85,3,2
"sub.13165",-1167.98946159928,-1167.98946159928,1,2,1,1,1,2,1,1,500,4,14,6,650085414,0.85,3,2
"sub.14162",-1242.81083399896,-1242.81083399896,1,2,3,2,1,2,3,2,500,4,15,6,650085415,0.85,3,2
"sub.15162",-1185.94758653794,-1185.94758653794,1,3,2,3,1,3,2,3,500,4,16,6,650085416,0.85,3,2
"sub.16162",-1236.13723770598,-1236.13723770598,1,2,3,4,1,2,3,4,500,4,17,6,650085417,0.85,3,2
"sub.17162",-1204.323694354,-1204.323694354,1,3,3,2,1,3,3,2,500,4,18,6,650085418,0.85,3,2
"sub.18162",-1168.70096901278,-1168.70096901278,2,3,1,3,2,3,1,3,500,4,19,6,650085419,0.85,3,2
"sub.19162",-1102.09684175564,-1102.09684175564,1,1,1,1,1,1,1,1,500,4,20,6,650085420,0.85,3,2
"sub163",-1134.3490123971,-1134.3490123971,1,1,1,1,1,1,1,1,500,4,1,7,75008541,0.85,3,2
"sub.11005",-1197.15302112858,-1197.15302112858,2,2,2,1,2,2,2,1,500,4,2,7,75008542,0.85,3,2
"sub.2163",-1183.13972885776,-1183.13972885776,2,1,1,3,2,1,1,3,500,4,3,7,75008543,0.85,3,2
"sub.3163",-1241.52414862558,-1241.52414862558,1,2,2,3,1,2,2,3,500,4,4,7,75008544,0.85,3,2
"sub.4163",-1180.76574353335,-1180.76574353335,1,2,1,2,1,2,1,2,500,4,5,7,75008545,0.85,3,2
"sub.5163",-1204.37498917843,-1204.37498917843,2,3,1,2,2,3,1,2,500,4,6,7,75008546,0.85,3,2
"sub.6163",-1120.85078138866,-1120.85078138866,1,1,1,1,1,1,1,1,500,4,7,7,75008547,0.85,3,2
"sub.7163",-1153.10575869564,-1153.10575869564,2,2,1,2,2,2,1,2,500,4,8,7,75008548,0.85,3,2
"sub.8163",-1194.00834791159,-1194.00834791159,2,1,3,1,2,1,3,1,500,4,9,7,75008549,0.85,3,2
"sub.9163",-1190.32514917796,-1190.32514917796,1,1,1,2,1,1,1,2,500,4,10,7,750085410,0.85,3,2
"sub.10163",-1244.35156113088,-1244.35156113088,1,2,3,3,1,2,3,3,500,4,11,7,750085411,0.85,3,2
"sub.11202",-1196.26768465671,-1196.26768465671,2,1,3,2,2,1,3,2,500,4,12,7,750085412,0.85,3,2
"sub.12179",-1209.93177601853,-1209.93177601853,1,3,2,1,1,3,2,1,500,4,13,7,750085413,0.85,3,2
"sub.13166",-1222.08796583423,-1222.08796583423,1,3,3,2,1,3,3,2,500,4,14,7,750085414,0.85,3,2
"sub.14163",-1222.43537414777,-1222.43537414777,2,1,2,3,2,1,2,3,500,4,15,7,750085415,0.85,3,2
"sub.15163",-1173.094867795,-1173.094867795,1,3,2,3,1,3,2,3,500,4,16,7,750085416,0.85,3,2
"sub.16163",-1138.39160253288,-1138.39160253288,1,1,1,1,1,1,1,1,500,4,17,7,750085417,0.85,3,2
"sub.17163",-1203.23277141004,-1203.23277141004,2,1,2,3,2,1,2,3,500,4,18,7,750085418,0.85,3,2
"sub.18163",-1191.82477639609,-1191.82477639609,1,1,2,1,1,1,2,1,500,4,19,7,750085419,0.85,3,2
"sub.19163",-1165.65153006682,-1165.65153006682,1,2,1,1,1,2,1,1,500,4,20,7,750085420,0.85,3,2
"sub164",-1218.08973100419,-1218.08973100419,3,2,4,1,3,2,4,1,500,4,1,8,85008541,0.85,3,2
