"","true_like","ml_like","ml_X1","ml_X2","ml_X3","ml_X4","true_X1","true_X2","true_X3","true_X4","M","N","z","run","seed","p","nbio","nevents"
"sub2",-260.368426322207,-260.368426322207,1,3,2,1,1,3,2,1,100,4,1,11,111007541,0.75,4,1
"sub.112",-266.686419716804,-266.132960984388,1,2,3,3,1,2,3,2,100,4,2,11,111007542,0.75,4,1
"sub.22",-260.895303893425,-260.895303893425,1,2,3,4,1,2,3,4,100,4,3,11,111007543,0.75,4,1
"sub.32",-263.406336123866,-263.406336123866,1,2,1,1,1,2,1,1,100,4,4,11,111007544,0.75,4,1
"sub.42",-262.77418836132,-262.77418836132,1,1,1,1,1,1,1,1,100,4,5,11,111007545,0.75,4,1
"sub.52",-258.225145893216,-258.225145893216,1,1,1,1,1,1,1,1,100,4,6,11,111007546,0.75,4,1
"sub.62",-260.524265267762,-260.524265267762,2,3,1,1,2,3,1,1,100,4,7,11,111007547,0.75,4,1
"sub.72",-263.936592895334,-263.147465189723,2,1,3,2,3,1,4,2,100,4,8,11,111007548,0.75,4,1
"sub.82",-256.804596584518,-256.804596584518,2,1,3,4,2,1,3,4,100,4,9,11,111007549,0.75,4,1
"sub.92",-257.69819088752,-257.69819088752,1,1,1,1,1,1,1,1,100,4,10,11,1110075410,0.75,4,1
"sub.102",-254.665495908784,-254.665495908784,1,1,1,1,1,1,1,1,100,4,11,11,1110075411,0.75,4,1
"sub.113",-258.209016511286,-258.209016511286,1,1,1,1,1,1,1,1,100,4,12,11,1110075412,0.75,4,1
"sub.122",-257.42496120562,-257.42496120562,2,1,1,3,2,1,1,3,100,4,13,11,1110075413,0.75,4,1
"sub.132",-263.661629740728,-263.661629740728,1,2,1,1,1,2,1,1,100,4,14,11,1110075414,0.75,4,1
"sub.142",-259.937583328183,-259.937583328183,1,1,2,3,1,1,2,3,100,4,15,11,1110075415,0.75,4,1
"sub.152",-268.513630543558,-267.097809637761,4,2,3,1,3,2,3,1,100,4,16,11,1110075416,0.75,4,1
"sub.162",-268.052921038614,-266.403087445876,1,3,2,4,1,2,1,3,100,4,17,11,1110075417,0.75,4,1
"sub.172",-268.328752695026,-268.045473090629,2,1,1,1,1,1,1,1,100,4,18,11,1110075418,0.75,4,1
"sub.182",-268.159974488714,-266.085237634033,3,1,2,4,1,1,1,2,100,4,19,11,1110075419,0.75,4,1
"sub.192",-268.510879133676,-268.510879133676,1,3,3,2,1,3,3,2,100,4,20,11,1110075420,0.75,4,1
"sub3",-261.514899820591,-261.514899820591,1,1,2,1,1,1,2,1,100,4,1,12,121007541,0.75,3,2
"sub.114",-268.296493931166,-268.296493931166,1,1,1,1,1,1,1,1,100,4,2,12,121007542,0.75,3,2
"sub.23",-248.962087328541,-248.962087328541,1,1,1,2,1,1,1,2,100,4,3,12,121007543,0.75,3,2
"sub.33",-261.390105163507,-261.390105163507,3,4,1,2,3,4,1,2,100,4,4,12,121007544,0.75,3,2
"sub.43",-260.881543094509,-258.397102614562,3,1,3,2,3,1,2,2,100,4,5,12,121007545,0.75,3,2
"sub.53",-265.847090026066,-265.847090026066,2,2,3,1,2,2,3,1,100,4,6,12,121007546,0.75,3,2
"sub.63",-266.252195096964,-266.252195096964,2,4,3,1,2,4,3,1,100,4,7,12,121007547,0.75,3,2
"sub.73",-263.086735841495,-262.925209809652,1,3,2,4,1,2,2,3,100,4,8,12,121007548,0.75,3,2
"sub.83",-267.732487383198,-267.250536697405,3,1,2,1,4,1,3,2,100,4,9,12,121007549,0.75,3,2
"sub.93",-260.888987312994,-260.888987312994,1,3,2,2,1,3,2,2,100,4,10,12,1210075410,0.75,3,2
"sub.103",-271.186259540488,-271.186259540488,1,1,1,2,1,1,1,2,100,4,11,12,1210075411,0.75,3,2
"sub.115",-254.664210668439,-254.664210668439,2,2,1,2,2,2,1,2,100,4,12,12,1210075412,0.75,3,2
"sub.123",-272.782562073362,-271.987973751517,1,3,1,2,1,2,1,2,100,4,13,12,1210075413,0.75,3,2
"sub.133",-256.543975868069,-256.543975868069,1,2,1,1,1,2,1,1,100,4,14,12,1210075414,0.75,3,2
"sub.143",-266.01913983248,-263.894152238411,1,2,3,2,1,1,2,2,100,4,15,12,1210075415,0.75,3,2
"sub.153",-272.529128465484,-268.134679310811,2,3,1,2,2,2,1,3,100,4,16,12,1210075416,0.75,3,2
"sub.163",-259.230667758818,-259.230667758818,1,1,1,1,1,1,1,1,100,4,17,12,1210075417,0.75,3,2
"sub.173",-269.407799867991,-265.749784173831,2,1,2,1,3,1,2,1,100,4,18,12,1210075418,0.75,3,2
"sub.183",-255.641754717322,-255.641754717322,2,1,2,2,2,1,2,2,100,4,19,12,1210075419,0.75,3,2
"sub.193",-261.074473356863,-261.074473356863,2,3,1,1,2,3,1,1,100,4,20,12,1210075420,0.75,3,2
"sub4",-262.003932565004,-262.003932565004,2,1,2,1,2,1,2,1,100,4,1,13,131007541,0.75,2,3
"sub.116",-264.095440617864,-264.095440617864,2,3,1,2,2,3,1,2,100,4,2,13,131007542,0.75,2,3
"sub.24",-259.061660417143,-259.061660417143,1,2,1,2,1,2,1,2,100,4,3,13,131007543,0.75,2,3
"sub.34",-260.358462661578,-260.358462661578,1,2,3,1,1,2,3,1,100,4,4,13,131007544,0.75,2,3
"sub.44",-260.726324924799,-260.726324924799,2,1,1,3,2,1,1,3,100,4,5,13,131007545,0.75,2,3
"sub.54",-273.826455845354,-271.987275454856,2,1,1,1,3,2,1,2,100,4,6,13,131007546,0.75,2,3
"sub.64",-259.970572823347,-259.62250400885,3,2,1,3,2,1,1,2,100,4,7,13,131007547,0.75,2,3
"sub.74",-261.395882537575,-261.395882537575,1,3,2,2,1,3,2,2,100,4,8,13,131007548,0.75,2,3
"sub.84",-271.002060393807,-269.293563752598,2,3,1,2,2,2,1,2,100,4,9,13,131007549,0.75,2,3
"sub.94",-267.323230829424,-267.323230829424,1,1,1,1,1,1,1,1,100,4,10,13,1310075410,0.75,2,3
"sub.104",-265.111745372309,-265.111745372309,1,2,3,1,1,2,3,1,100,4,11,13,1310075411,0.75,2,3
"sub.117",-265.050295160658,-265.050295160658,1,1,2,2,1,1,2,2,100,4,12,13,1310075412,0.75,2,3
"sub.124",-269.267051893581,-264.787555451156,3,4,1,2,3,3,2,1,100,4,13,13,1310075413,0.75,2,3
"sub.134",-259.935945135205,-259.678029015896,1,2,2,1,1,2,3,1,100,4,14,13,1310075414,0.75,2,3
"sub.144",-260.698627102396,-260.698627102396,1,1,1,1,1,1,1,1,100,4,15,13,1310075415,0.75,2,3
"sub.154",-272.957762469658,-272.957762469658,1,1,1,2,1,1,1,2,100,4,16,13,1310075416,0.75,2,3
"sub.164",-262.75805897939,-262.75805897939,1,1,1,1,1,1,1,1,100,4,17,13,1310075417,0.75,2,3
"sub.174",-267.036745667294,-264.286966228966,3,2,2,1,3,1,1,2,100,4,18,13,1310075418,0.75,2,3
"sub.184",-264.816266495731,-264.651837940109,1,2,2,3,1,2,2,2,100,4,19,13,1310075419,0.75,2,3
"sub.194",-269.427579512677,-269.427579512677,1,1,1,2,1,1,1,2,100,4,20,13,1310075420,0.75,2,3
"sub5",-252.854249180646,-252.854249180646,2,1,1,1,2,1,1,1,100,4,1,14,141007541,0.75,3,2
"sub.118",-265.687623333941,-265.018350414567,3,1,1,2,2,1,1,2,100,4,2,14,141007542,0.75,3,2
"sub.25",-255.978699472666,-253.855776182316,2,2,1,3,2,3,1,4,100,4,3,14,141007543,0.75,3,2
"sub.35",-261.330820065273,-261.330820065273,3,1,2,2,3,1,2,2,100,4,4,14,141007544,0.75,3,2
"sub.45",-267.260736321163,-267.260736321163,1,1,2,2,1,1,2,2,100,4,5,14,141007545,0.75,3,2
"sub.55",-250.305910229951,-250.305910229951,1,1,2,1,1,1,2,1,100,4,6,14,141007546,0.75,3,2
"sub.65",-261.752537113788,-261.752537113788,1,1,1,1,1,1,1,1,100,4,7,14,141007547,0.75,3,2
"sub.75",-261.991748020052,-261.991748020052,1,2,1,3,1,2,1,3,100,4,8,14,141007548,0.75,3,2
"sub.85",-273.559720656188,-273.559720656188,1,1,3,2,1,1,3,2,100,4,9,14,141007549,0.75,3,2
"sub.95",-261.736407731858,-261.736407731858,1,1,1,1,1,1,1,1,100,4,10,14,1410075410,0.75,3,2
"sub.105",-268.871060494825,-268.871060494825,1,2,1,1,1,2,1,1,100,4,11,14,1410075411,0.75,3,2
"sub.119",-261.88860115503,-261.88860115503,1,2,2,2,1,2,2,2,100,4,12,14,1410075412,0.75,3,2
"sub.125",-268.087076377962,-264.979852898859,3,1,2,3,2,1,3,3,100,4,13,14,1410075413,0.75,3,2
"sub.135",-275.564930184839,-274.603282601321,1,2,2,2,1,2,3,2,100,4,14,14,1410075414,0.75,3,2
"sub.145",-267.072858333719,-264.588515463873,1,2,3,4,1,1,2,3,100,4,15,14,1410075415,0.75,3,2
"sub.155",-265.141028343449,-265.141028343449,1,2,2,1,1,2,2,1,100,4,16,14,1410075416,0.75,3,2
"sub.165",-256.961222173931,-256.961222173931,1,1,2,1,1,1,2,1,100,4,17,14,1410075417,0.75,3,2
"sub.175",-267.266246254853,-267.247571022119,1,1,2,2,1,1,2,3,100,4,18,14,1410075418,0.75,3,2
"sub.185",-257.039214539742,-257.039214539742,2,3,1,3,2,3,1,3,100,4,19,14,1410075419,0.75,3,2
"sub.195",-261.808127393836,-261.808127393836,2,1,1,1,2,1,1,1,100,4,20,14,1410075420,0.75,3,2
"sub6",-273.864188918777,-273.864188918777,2,3,1,1,2,3,1,1,100,4,1,15,151007541,0.75,2,2
"sub.120",-266.096265515414,-266.096265515414,2,3,3,1,2,3,3,1,100,4,2,15,151007542,0.75,2,2
"sub.26",-263.19444347682,-263.19444347682,2,1,1,1,2,1,1,1,100,4,3,15,151007543,0.75,2,2
"sub.36",-266.438447883686,-260.261057971456,1,1,2,1,1,3,4,2,100,4,4,15,151007544,0.75,2,2
"sub.46",-259.434158560343,-259.434158560343,1,1,2,2,1,1,2,2,100,4,5,15,151007545,0.75,2,2
"sub.56",-265.484784408928,-265.484784408928,2,3,3,1,2,3,3,1,100,4,6,15,151007546,0.75,2,2
"sub.66",-262.567726908266,-262.567726908266,2,1,3,3,2,1,3,3,100,4,7,15,151007547,0.75,2,2
"sub.76",-271.320862445321,-271.320862445321,2,3,1,1,2,3,1,1,100,4,8,15,151007548,0.75,2,2
"sub.86",-263.626988747068,-263.626988747068,3,1,2,3,3,1,2,3,100,4,9,15,151007549,0.75,2,2
"sub.96",-268.777441318538,-266.583097858966,1,3,2,1,2,4,3,1,100,4,10,15,1510075410,0.75,2,2
"sub.106",-267.258713301705,-266.919535999631,1,2,2,2,1,1,1,1,100,4,11,15,1510075411,0.75,2,2
"sub.1110",-265.912701046269,-265.171821908807,1,3,3,2,1,2,2,1,100,4,12,15,1510075412,0.75,2,2
"sub.126",-262.74192959746,-262.74192959746,1,1,1,1,1,1,1,1,100,4,13,15,1510075413,0.75,2,2
"sub.136",-264.408491681477,-264.408491681477,2,2,3,1,2,2,3,1,100,4,14,15,1510075414,0.75,2,2
"sub.146",-261.910709572703,-261.910709572703,2,2,2,1,2,2,2,1,100,4,15,15,1510075415,0.75,2,2
"sub.156",-264.498928380471,-263.268762044679,3,2,2,1,3,2,3,1,100,4,16,15,1510075416,0.75,2,2
"sub.166",-256.181843398152,-256.181843398152,1,1,1,1,1,1,1,1,100,4,17,15,1510075417,0.75,2,2
"sub.176",-253.767268901013,-253.767268901013,1,2,2,2,1,2,2,2,100,4,18,15,1510075418,0.75,2,2
"sub.186",-270.810835731364,-270.15968349456,3,1,2,3,4,1,2,3,100,4,19,15,1510075419,0.75,2,2
"sub.196",-262.818544542866,-262.806248018562,3,4,1,2,2,3,1,2,100,4,20,15,1510075420,0.75,2,2
"sub7",-255.670501536299,-255.670501536299,1,2,1,1,1,2,1,1,100,4,1,16,161007541,0.75,2,3
"sub.127",-263.989882707936,-263.989882707936,2,1,2,2,2,1,2,2,100,4,2,16,161007542,0.75,2,3
"sub.27",-262.760355425158,-262.760355425158,1,1,1,2,1,1,1,2,100,4,3,16,161007543,0.75,2,3
"sub.37",-256.652068495792,-256.652068495792,1,2,3,3,1,2,3,3,100,4,4,16,161007544,0.75,2,3
"sub.47",-258.209016511286,-258.209016511286,1,1,1,1,1,1,1,1,100,4,5,16,161007545,0.75,2,3
"sub.57",-261.457337574512,-261.457337574512,1,1,2,2,1,1,2,2,100,4,6,16,161007546,0.75,2,3
"sub.67",-261.833690065851,-261.833690065851,2,3,1,3,2,3,1,3,100,4,7,16,161007547,0.75,2,3
"sub.77",-261.300928366209,-261.300928366209,3,1,2,4,3,1,2,4,100,4,8,16,161007548,0.75,2,3
"sub.87",-259.629497910919,-259.629497910919,1,2,4,3,1,2,4,3,100,4,9,16,161007549,0.75,2,3
"sub.97",-269.733033399038,-269.474159576922,3,1,2,4,2,1,1,2,100,4,10,16,1610075410,0.75,2,3
"sub.107",-270.660543596112,-270.660543596112,1,1,2,3,1,1,2,3,100,4,11,16,1610075411,0.75,2,3
"sub.1111",-275.722176169554,-271.759544983004,2,3,1,4,1,3,2,3,100,4,12,16,1610075412,0.75,2,3
"sub.128",-271.949014616621,-270.624630934687,3,1,3,2,3,1,2,2,100,4,13,16,1610075413,0.75,2,3
"sub.137",-267.81792707126,-267.81792707126,1,1,1,1,1,1,1,1,100,4,14,16,1610075414,0.75,2,3
"sub.147",-268.147757604342,-268.147757604342,1,1,3,2,1,1,3,2,100,4,15,16,1610075415,0.75,2,3
"sub.157",-259.741493382584,-259.741493382584,1,1,1,1,1,1,1,1,100,4,16,16,1610075416,0.75,2,3
"sub.167",-264.725933217896,-264.725933217896,2,1,3,4,2,1,3,4,100,4,17,16,1610075417,0.75,2,3
"sub.177",-259.82270568475,-259.82270568475,3,2,4,1,3,2,4,1,100,4,18,16,1610075418,0.75,2,3
"sub.187",-266.377202524449,-266.377202524449,1,2,1,2,1,2,1,2,100,4,19,16,1610075419,0.75,2,3
"sub.197",-263.334241096866,-262.568592549799,1,2,3,3,1,2,3,2,100,4,20,16,1610075420,0.75,2,3
"sub8",-253.980527580354,-253.980527580354,1,3,2,3,1,3,2,3,100,4,1,17,171007541,0.75,4,1
"sub.129",-256.084735490644,-256.084735490644,2,1,3,4,2,1,3,4,100,4,2,17,171007542,0.75,4,1
"sub.28",-265.022116257784,-265.022116257784,3,1,1,2,3,1,1,2,100,4,3,17,171007543,0.75,4,1
"sub.38",-257.542981187781,-256.905417484468,2,2,1,1,3,3,1,2,100,4,4,17,171007544,0.75,4,1
"sub.48",-274.118068316991,-274.118068316991,1,2,2,3,1,2,2,3,100,4,5,17,171007545,0.75,4,1
"sub.58",-272.848295307308,-272.848295307308,1,2,3,4,1,2,3,4,100,4,6,17,171007546,0.75,4,1
"sub.68",-259.013308147491,-259.013308147491,1,2,3,4,1,2,3,4,100,4,7,17,171007547,0.75,4,1
"sub.78",-258.378380839399,-257.863465163152,1,3,3,2,1,2,2,2,100,4,8,17,171007548,0.75,4,1
"sub.88",-264.322794614548,-264.322794614548,1,1,1,1,1,1,1,1,100,4,9,17,171007549,0.75,4,1
"sub.98",-272.533881208852,-272.533881208852,1,3,2,3,1,3,2,3,100,4,10,17,1710075410,0.75,4,1
"sub.108",-258.370266385924,-258.370266385924,2,1,2,2,2,1,2,2,100,4,11,17,1710075411,0.75,4,1
"sub.1112",-263.537944385398,-263.537944385398,2,2,1,2,2,2,1,2,100,4,12,17,1710075412,0.75,4,1
"sub.1210",-258.034104441305,-258.034104441305,1,2,2,2,1,2,2,2,100,4,13,17,1710075413,0.75,4,1
"sub.138",-261.742189674726,-261.742189674726,1,2,1,2,1,2,1,2,100,4,14,17,1710075414,0.75,4,1
"sub.148",-270.089201678929,-270.089201678929,1,2,1,1,1,2,1,1,100,4,15,17,1710075415,0.75,4,1
"sub.158",-264.384034341943,-264.384034341943,1,1,2,2,1,1,2,2,100,4,16,17,1710075416,0.75,4,1
"sub.168",-263.218999479986,-263.218999479986,1,2,2,2,1,2,2,2,100,4,17,17,1710075417,0.75,4,1
"sub.178",-269.255555965787,-269.255555965787,3,2,3,1,3,2,3,1,100,4,18,17,1710075418,0.75,4,1
"sub.188",-263.857952443456,-260.813763516485,1,2,3,4,1,2,2,2,100,4,19,17,1710075419,0.75,4,1
"sub.198",-262.597386937527,-262.597386937527,2,2,2,1,2,2,2,1,100,4,20,17,1710075420,0.75,4,1
"sub9",-274.677198003645,-271.815066644112,1,2,3,2,1,1,2,1,100,4,1,18,181007541,0.75,2,2
"sub.130",-264.195484476014,-264.195484476014,1,1,3,2,1,1,3,2,100,4,2,18,181007542,0.75,2,2
"sub.29",-256.493034855735,-256.493034855735,1,1,2,1,1,1,2,1,100,4,3,18,181007543,0.75,2,2
"sub.39",-264.810781997098,-264.504835488773,3,1,2,3,2,1,1,2,100,4,4,18,181007544,0.75,2,2
"sub.49",-269.414715721332,-269.414715721332,2,1,1,1,2,1,1,1,100,4,5,18,181007545,0.75,2,2
"sub.59",-273.596294607075,-266.719016619777,2,1,3,3,1,1,2,2,100,4,6,18,181007546,0.75,2,2
"sub.69",-272.149119402689,-268.8771003526,2,2,1,1,2,2,1,2,100,4,7,18,181007547,0.75,2,2
"sub.79",-265.74097978036,-265.74097978036,2,3,4,1,2,3,4,1,100,4,8,18,181007548,0.75,2,2
"sub.89",-266.983589545258,-265.657616967602,4,1,2,3,3,1,2,3,100,4,9,18,181007549,0.75,2,2
"sub.99",-265.81403290616,-265.81403290616,2,1,1,2,2,1,1,2,100,4,10,18,1810075410,0.75,2,2
"sub.109",-263.232165802953,-263.232165802953,3,2,1,2,3,2,1,2,100,4,11,18,1810075411,0.75,2,2
"sub.1113",-262.318524592059,-262.318524592059,1,2,2,1,1,2,2,1,100,4,12,18,1810075412,0.75,2,2
"sub.1211",-265.787276386601,-265.787276386601,2,3,3,1,2,3,3,1,100,4,13,18,1810075413,0.75,2,2
"sub.139",-274.940343386957,-273.642669806346,2,3,1,2,3,4,1,2,100,4,14,18,1810075414,0.75,2,2
"sub.149",-266.428962337738,-266.322199450429,1,2,3,3,1,2,4,3,100,4,15,18,1810075415,0.75,2,2
"sub.159",-258.788772135894,-258.788772135894,1,1,2,3,1,1,2,3,100,4,16,18,1810075416,0.75,2,2
"sub.169",-262.749511455768,-262.749511455768,1,3,2,4,1,3,2,4,100,4,17,18,1810075417,0.75,2,2
"sub.179",-261.586588843903,-261.586588843903,2,2,1,3,2,2,1,3,100,4,18,18,1810075418,0.75,2,2
"sub.189",-261.997137536884,-261.997137536884,1,2,1,2,1,2,1,2,100,4,19,18,1810075419,0.75,2,2
"sub.199",-265.189120084871,-265.189120084871,2,4,1,3,2,4,1,3,100,4,20,18,1810075420,0.75,2,2
"sub10",-270.605681444712,-270.605681444712,1,3,2,3,1,3,2,3,100,4,1,19,191007541,0.75,2,2
"sub.140",-267.046556615959,-266.803029871104,1,2,1,2,1,3,2,4,100,4,2,19,191007542,0.75,2,2
"sub.210",-263.304980032324,-262.889291353287,2,1,1,3,1,1,1,2,100,4,3,19,191007543,0.75,2,2
"sub.310",-262.954914926735,-262.954914926735,1,1,2,3,1,1,2,3,100,4,4,19,191007544,0.75,2,2
"sub.410",-265.020096755751,-265.020096755751,1,2,1,1,1,2,1,1,100,4,5,19,191007545,0.75,2,2
"sub.510",-252.900645712133,-252.900645712133,1,2,2,2,1,2,2,2,100,4,6,19,191007546,0.75,2,2
"sub.610",-262.268449287499,-262.268449287499,1,1,2,3,1,1,2,3,100,4,7,19,191007547,0.75,2,2
"sub.710",-262.995482653195,-262.995482653195,3,2,4,1,3,2,4,1,100,4,8,19,191007548,0.75,2,2
"sub.810",-259.450142332961,-259.450142332961,1,2,3,3,1,2,3,3,100,4,9,19,191007549,0.75,2,2
"sub.910",-258.26811408044,-258.26811408044,1,2,1,3,1,2,1,3,100,4,10,19,1910075410,0.75,2,2
"sub.1010",-266.796275823728,-266.292969835572,2,2,1,1,1,1,1,1,100,4,11,19,1910075411,0.75,2,2
"sub.1114",-265.275696895572,-265.275696895572,2,3,1,2,2,3,1,2,100,4,12,19,1910075412,0.75,2,2
"sub.1212",-269.94954448033,-269.94954448033,1,3,2,3,1,3,2,3,100,4,13,19,1910075413,0.75,2,2
"sub.1310",-257.974705889311,-257.974705889311,1,1,2,3,1,1,2,3,100,4,14,19,1910075414,0.75,2,2
"sub.1410",-272.334710775505,-270.884703986338,1,2,2,1,1,1,1,1,100,4,15,19,1910075415,0.75,2,2
"sub.1510",-260.025524515753,-260.025524515753,1,2,3,2,1,2,3,2,100,4,16,19,1910075416,0.75,2,2
"sub.1610",-267.290972065564,-267.290972065564,1,1,1,1,1,1,1,1,100,4,17,19,1910075417,0.75,2,2
"sub.1710",-273.615439460429,-273.431764967639,1,3,2,4,1,2,2,3,100,4,18,19,1910075418,0.75,2,2
"sub.1810",-269.358035517681,-269.358035517681,2,1,2,3,2,1,2,3,100,4,19,19,1910075419,0.75,2,2
"sub.1910",-261.331415791064,-261.331415791064,1,2,2,2,1,2,2,2,100,4,20,19,1910075420,0.75,2,2
"sub11",-268.689316797233,-268.689316797233,1,3,2,2,1,3,2,2,100,4,1,2,21007541,0.75,3,2
"sub.150",-264.290535850688,-264.290535850688,1,1,1,1,1,1,1,1,100,4,2,2,21007542,0.75,3,2
"sub.211",-261.322916118043,-261.322916118043,1,3,1,2,1,3,1,2,100,4,3,2,21007543,0.75,3,2
"sub.311",-268.328752695026,-268.328752695026,1,1,1,1,1,1,1,1,100,4,4,2,21007544,0.75,3,2
"sub.411",-270.913468295196,-269.694951059704,1,3,4,2,1,2,2,1,100,4,5,2,21007545,0.75,3,2
"sub.511",-270.323667044301,-270.323667044301,1,1,1,1,1,1,1,1,100,4,6,2,21007546,0.75,3,2
"sub.611",-267.437835652167,-267.437835652167,1,2,3,3,1,2,3,3,100,4,7,2,21007547,0.75,3,2
"sub.711",-264.188566595853,-264.188566595853,1,2,2,3,1,2,2,3,100,4,8,2,21007548,0.75,3,2
"sub.811",-266.902219255948,-264.992764527079,1,2,3,2,1,2,2,2,100,4,9,2,21007549,0.75,3,2
"sub.911",-263.428071349007,-263.428071349007,1,1,2,3,1,1,2,3,100,4,10,2,210075410,0.75,3,2
"sub.1011",-268.614744189081,-265.965518239163,2,2,3,1,1,1,2,1,100,4,11,2,210075411,0.75,3,2
"sub.1115",-266.397081508068,-266.397081508068,2,2,1,2,2,2,1,2,100,4,12,2,210075412,0.75,3,2
"sub.1213",-250.288278441944,-250.288278441944,1,2,1,1,1,2,1,1,100,4,13,2,210075413,0.75,3,2
"sub.1311",-265.032350636941,-265.032350636941,2,3,1,2,2,3,1,2,100,4,14,2,210075414,0.75,3,2
"sub.1411",-264.06480916323,-264.06480916323,2,4,1,3,2,4,1,3,100,4,15,2,210075415,0.75,3,2
"sub.1511",-262.426298775333,-262.426298775333,1,1,1,2,1,1,1,2,100,4,16,2,210075416,0.75,3,2
"sub.1611",-258.066770797163,-258.066770797163,1,2,2,2,1,2,2,2,100,4,17,2,210075417,0.75,3,2
"sub.1711",-255.744305748073,-255.744305748073,2,2,2,1,2,2,2,1,100,4,18,2,210075418,0.75,3,2
"sub.1811",-260.524285268748,-260.524285268748,1,2,1,1,1,2,1,1,100,4,19,2,210075419,0.75,3,2
"sub.1911",-268.071031871383,-268.071031871383,1,1,2,2,1,1,2,2,100,4,20,2,210075420,0.75,3,2
"sub12",-264.258277086828,-264.258277086828,1,1,1,1,1,1,1,1,100,4,1,20,201007541,0.75,2,2
"sub.160",-260.362749301094,-260.362749301094,2,1,3,2,2,1,3,2,100,4,2,20,201007542,0.75,2,2
"sub.212",-268.041968266141,-267.702082572641,2,3,1,1,3,4,1,2,100,4,3,20,201007543,0.75,2,2
"sub.312",-261.110812044883,-261.110812044883,1,1,2,1,1,1,2,1,100,4,4,20,201007544,0.75,2,2
"sub.412",-261.060302191456,-260.896645648211,1,1,2,3,1,1,2,2,100,4,5,20,201007545,0.75,2,2
"sub.512",-263.469175127475,-262.173366446872,3,2,1,1,2,1,1,1,100,4,6,20,201007546,0.75,2,2
"sub.612",-257.483440647414,-256.910003653369,3,4,2,1,3,3,2,1,100,4,7,20,201007547,0.75,2,2
"sub.712",-256.651881930237,-256.651881930237,3,1,3,2,3,1,3,2,100,4,8,20,201007548,0.75,2,2
"sub.812",-268.344882076956,-267.901592050357,2,2,2,1,1,1,1,1,100,4,9,20,201007549,0.75,2,2
"sub.912",-257.082174118372,-257.082174118372,2,1,2,2,2,1,2,2,100,4,10,20,2010075410,0.75,2,2
"sub.1012",-256.994478503784,-256.994478503784,3,3,1,2,3,3,1,2,100,4,11,20,2010075411,0.75,2,2
"sub.1116",-264.785232092524,-263.233630285167,3,1,2,2,1,1,1,1,100,4,12,20,2010075412,0.75,2,2
"sub.1214",-267.162367982268,-267.162367982268,1,1,1,2,1,1,1,2,100,4,13,20,2010075413,0.75,2,2
"sub.1312",-262.886121337805,-262.886121337805,3,1,2,4,3,1,2,4,100,4,14,20,2010075414,0.75,2,2
"sub.1412",-262.546137554313,-260.634683016578,2,1,2,3,1,1,1,2,100,4,15,20,2010075415,0.75,2,2
"sub.1512",-265.584293608836,-265.584293608836,3,1,2,2,3,1,2,2,100,4,16,20,2010075416,0.75,2,2
"sub.1612",-266.011343188938,-263.536765360978,3,1,2,2,4,1,3,2,100,4,17,20,2010075417,0.75,2,2
"sub.1712",-262.473508105085,-261.282124427405,2,2,1,1,3,3,1,2,100,4,18,20,2010075418,0.75,2,2
"sub.1812",-257.901394797109,-257.901394797109,2,2,1,2,2,2,1,2,100,4,19,20,2010075419,0.75,2,2
"sub.1912",-265.572365220546,-265.572365220546,2,3,1,4,2,3,1,4,100,4,20,20,2010075420,0.75,2,2
"sub13",-268.855707700722,-268.855707700722,1,1,1,1,1,1,1,1,100,4,1,21,211007541,0.75,3,2
"sub.170",-263.971493453128,-262.843618180418,2,2,1,3,3,2,1,3,100,4,2,21,211007542,0.75,3,2
"sub.213",-264.226018322968,-264.226018322968,1,1,1,1,1,1,1,1,100,4,3,21,211007543,0.75,3,2
"sub.313",-270.661605053492,-270.661605053492,2,1,2,2,2,1,2,2,100,4,4,21,211007544,0.75,3,2
"sub.413",-259.572917112251,-259.28710385073,2,3,4,1,2,3,3,1,100,4,5,21,211007545,0.75,3,2
"sub.513",-274.916347415654,-274.916347415654,1,2,2,3,1,2,2,3,100,4,6,21,211007546,0.75,3,2
"sub.613",-260.795403393975,-260.795403393975,1,1,1,1,1,1,1,1,100,4,7,21,211007547,0.75,3,2
"sub.713",-261.741257354529,-257.007922975515,2,1,2,2,3,1,2,3,100,4,8,21,211007548,0.75,3,2
"sub.813",-261.810894857637,-260.776115657974,2,1,3,4,1,1,2,3,100,4,9,21,211007549,0.75,3,2
"sub.913",-267.83405645319,-267.769807599668,2,3,2,1,1,1,1,1,100,4,10,21,2110075410,0.75,3,2
"sub.1013",-265.749390811778,-265.749390811778,1,4,3,2,1,4,3,2,100,4,11,21,2110075411,0.75,3,2
"sub.1117",-263.13466980903,-263.13466980903,1,1,2,1,1,1,2,1,100,4,12,21,2110075412,0.75,3,2
"sub.1215",-265.577830714401,-261.469329759411,1,3,2,2,1,3,2,1,100,4,13,21,2110075413,0.75,3,2
"sub.1313",-257.002779999734,-257.002779999734,2,2,2,1,2,2,2,1,100,4,14,21,2110075414,0.75,3,2
"sub.1413",-260.709302762826,-260.709302762826,1,1,2,3,1,1,2,3,100,4,15,21,2110075415,0.75,3,2
"sub.1513",-266.11902374155,-266.11902374155,1,2,2,3,1,2,2,3,100,4,16,21,2110075416,0.75,3,2
"sub.1613",-267.484493526433,-267.484493526433,1,1,3,2,1,1,3,2,100,4,17,21,2110075417,0.75,3,2
